entry_ts,exit_ts,side,entry_price,exit_price,qty,gross_pnl,entry_fee,exit_fee,total_fee,net_pnl,hold_sec,exit_reason,mfe,mae,mfe_pct,mae_pct
1774569998.381,1774570088.522,BUY,68804.85,68830.95,0.001,0.02609999999999127,0.006880485,0.027532380000000002,0.034412865,-0.008312865000008732,90.14100003242493,timeout_exit,0.03675,0.0,0.0005341193244371581,0.0
1774570336.267,1774570427.273,SELL,68852.84999999999,68900.05,0.001,0.04720000000001164,0.006885285,0.027560020000000005,0.034445305,0.01275469500001164,91.00600004196167,timeout_exit,0.02954999999998836,-0.05945000000001164,0.00042917613432106824,-0.0008634355731100695
1774570708.443,1774570798.65,BUY,68922.55,68879.15,0.001,-0.04340000000000873,0.006892255000000001,0.02755166,0.034443915,-0.07784391500000873,90.20700001716614,timeout_exit,0.00034999999999126886,-0.04335000000000582,5.0781638228891536e-06,-0.0006289668620793313
1774572041.297,1774572044.804,BUY,68673.95,68742.65,0.001,0.0686999999999971,0.006867395000000001,0.02749706,0.034364455,0.034335544999997095,3.506999969482422,take_profit,0.06875,0.0,0.001001107406811462,0.0
1774572582.662,1774572672.775,BUY,68614.25,68640.75,0.001,0.0265,0.006861425,0.0274563,0.034317725,-0.007817725000000001,90.11300015449524,timeout_exit,0.035750000000000004,-0.00675,0.0005210287950389315,-9.837606619616188e-05
1774573192.478,1774573270.389,BUY,68746.35,68815.05,0.001,0.0686999999999971,0.006874635000000001,0.027526020000000002,0.034400655,0.034299344999997095,77.91100001335144,take_profit,0.06875,-5.000000000291039e-05,0.0010000530937278851,-7.273113409353424e-07
1774573497.973,1774573588.075,SELL,68753.55,68716.95,0.001,-0.03660000000000582,0.0068753550000000005,0.02748678,0.034362135,-0.07096213500000582,90.10199999809265,timeout_exit,0.03915000000000873,-0.006149999999994179,0.0005694251424109552,-8.944992658552436e-05
1774573822.4,1774573912.504,BUY,68800.25,68807.25,0.001,0.007,0.0068800250000000005,0.0275229,0.034402925,-0.027402925,90.10399985313416,timeout_exit,0.04294999999999709,-0.00644999999999709,0.0006242709873873581,-9.374965933985835e-05
1774574449.073,1774574539.378,BUY,68830.85,68837.05,0.001,0.00619999999999709,0.0068830850000000015,0.027534820000000005,0.034417905000000006,-0.028217905000002916,90.3050000667572,timeout_exit,0.00625,-0.037550000000002914,9.080230739559368e-05,-0.0005455402628327692
1774580083.217,1774580173.966,SELL,68913.25,68919.55,0.001,0.006300000000002911,0.006891325000000001,0.027567820000000003,0.034459145000000004,-0.028159144999997093,90.74900007247925,timeout_exit,0.006149999999994179,-0.00935000000000582,8.924263476173564e-05,-0.00013567782683309552
1774580714.176,1774580804.418,SELL,68791.65,68771.95,0.001,-0.01969999999999709,0.006879165,0.027508780000000004,0.034387945,-0.0540879449999971,90.24199986457825,timeout_exit,0.03264999999999418,-0.00625,0.00047462155654057116,-9.085404987378557e-05
1774580847.457,1774580847.468,SELL,68693.34999999999,68624.65000000001,0.001,-0.06869999999998254,0.006869335,0.027449860000000006,0.034319195000000004,-0.10301919499998255,0.010999917984008789,take_profit,0.06874999999998545,-0.03435000000000582,0.0010008246795357259,-0.0005000484035209496
1774580847.468,1774580937.519,SELL,68624.25,68650.85,0.001,0.02660000000000582,0.006862425000000001,0.027460340000000003,0.034322765000000005,-0.007722764999994185,90.05100011825562,timeout_exit,0.00275,-0.12294999999999709,4.0073297704528646e-05,-0.0017916407100987929
1774582503.873,1774582594.086,BUY,68819.65000000001,68840.75,0.001,0.021099999999991268,0.006881965000000001,0.0275363,0.034418265,-0.013318265000008732,90.21300005912781,timeout_exit,0.04144999999999709,0.0,0.0006022989073614452,0.0
1774583744.007,1774583834.024,SELL,68749.75,68730.95,0.001,-0.01880000000000291,0.006874975000000001,0.027492379999999997,0.034367354999999995,-0.053167355000002914,90.01699995994568,timeout_exit,0.02194999999999709,0.0,0.00031927388826864225,0.0
1774586488.406,1774586579.19,BUY,68567.65000000001,68550.05,0.001,-0.017600000000005823,0.006856765000000002,0.02742002,0.034276785000000004,-0.05187678500000582,90.78400015830994,timeout_exit,0.01144999999999709,-0.01765000000000873,0.0001669883684215091,-0.0002574100176979775
1774586958.668,1774587048.811,BUY,68567.05,68561.55,0.001,-0.0055,0.006856705000000001,0.027424620000000007,0.03428132500000001,-0.039781325000000006,90.14300012588501,timeout_exit,0.01764999999999418,-0.00544999999999709,0.0002574122701792505,-7.948424206666451e-05
1774587827.917,1774587919.593,SELL,68524.95,68533.55,0.001,0.008600000000005822,0.006852495000000001,0.027413420000000004,0.03426591500000001,-0.025665914999994183,91.67599987983704,timeout_exit,0.01614999999999418,-0.03005000000000291,0.00023568058057677063,-0.0004385264053458326
1774588102.161,1774588188.026,BUY,68623.05,68691.65,0.001,0.06859999999999127,0.006862305000000001,0.02747666,0.034338965,0.034261034999991266,85.86500000953674,take_profit,0.06864999999999417,-0.002850000000005821,0.00100039272518482,-4.1531234767411545e-05
1774588454.178,1774588544.245,BUY,68768.05,68823.25,0.001,0.05519999999999709,0.006876805000000001,0.027529300000000003,0.034406105000000006,0.02079389499999709,90.06699991226196,timeout_exit,0.06194999999999709,-0.004650000000008731,0.0009008543938645503,-6.761861067761454e-05
1774589760.145,1774589850.599,BUY,68604.45,68652.05,0.001,0.047600000000005825,0.006860445000000001,0.027460820000000004,0.034321265000000004,0.013278735000005822,90.4539999961853,timeout_exit,0.06394999999999709,0.0,0.0009321552756416981,0.0
1774591790.047,1774591880.208,BUY,68679.35,68699.65,0.001,0.02029999999998836,0.006867935000000002,0.02747986,0.034347795,-0.014047795000011642,90.16100001335144,timeout_exit,0.03844999999999709,-0.015950000000011642,0.0005598480474843906,-0.00023223865688903054
1774594495.272,1774594586.072,BUY,68678.05,68670.55,0.001,-0.0075,0.006867805,0.027468220000000005,0.034336025000000006,-0.041836025000000006,90.79999995231628,timeout_exit,0.00525,-0.04155000000000291,7.644363810562472e-05,-0.0006049967930074152
1774595510.936,1774595540.868,BUY,68724.05,68792.84999999999,0.001,0.06879999999998836,0.006872405000000001,0.027517139999999995,0.034389544999999994,0.03441045499998836,29.931999921798706,take_profit,0.06884999999999127,-0.00015000000000873115,0.0010018326917577071,-2.182642030100542e-06
1774600547.315,1774600547.475,SELL,67999.75,67931.65000000001,0.001,-0.06809999999999126,0.006799975000000001,0.027172660000000005,0.03397263500000001,-0.10207263499999127,0.15999984741210938,take_profit,0.06814999999999419,0.0,0.0010022095669468517,0.0
1774605373.024,1774605429.269,SELL,67732.45,67664.75,0.001,-0.0676999999999971,0.006773245000000001,0.0270659,0.033839145,-0.1015391449999971,56.24500012397766,take_profit,0.06775,-0.009150000000008731,0.00100025910770982,-0.0001350903444362153
1774624549.256,1774624639.313,SELL,66168.65,66205.45,0.001,0.036800000000002914,0.006616865,0.02648218,0.033099045,0.003700955000002913,90.0569999217987,timeout_exit,0.013049999999988359,-0.041150000000008735,0.00019722330741202003,-0.0006218957164761369
1774640575.136,1774640665.346,BUY,65904.95,65874.55,0.001,-0.030399999999994178,0.006590495,0.02634982,0.032940315,-0.06334031499999418,90.21000003814697,timeout_exit,0.03715000000000873,-0.03034999999999127,0.0005636905877329204,-0.0004605116914585516
1774642294.766,1774642384.905,SELL,66000.05,65986.85,0.001,-0.013199999999997089,0.006600005000000001,0.026394740000000003,0.032994745000000006,-0.046194744999997095,90.13899993896484,timeout_exit,0.03044999999999709,-0.0014499999999970897,0.0004613632868459507,-2.1969680325955655e-05
1774642748.115,1774642838.135,BUY,66000.25,65977.55,0.001,-0.02269999999999709,0.0066000250000000016,0.026391020000000005,0.032991045000000004,-0.055691044999997094,90.01999998092651,timeout_exit,0.03425,-0.022649999999994178,0.0005189374282673171,-0.00034318051825552444
1774643303.475,1774643303.98,SELL,65839.65,65773.85,0.001,-0.06579999999998835,0.006583965,0.026309540000000006,0.032893505,-0.09869350499998836,0.505000114440918,take_profit,0.06584999999999128,0.0,0.0010001572001064904,0.0
1774643303.98,1774643394.206,SELL,65773.45,65851.25,0.001,0.07780000000000291,0.006577345,0.026340500000000003,0.032917845,0.04488215500000291,90.2260000705719,timeout_exit,0.007349999999991269,-0.08025,0.00011174721715207685,-0.0012200971668659619
1774645455.71,1774645546.099,BUY,66072.25,66044.05,0.001,-0.02819999999999709,0.006607225,0.02641762,0.033024845,-0.061224844999997086,90.38899993896484,timeout_exit,0.0,-0.02825,0.0,-0.00042756225192875985
1774645980.174,1774646070.435,BUY,66100.15000000001,66088.84999999999,0.001,-0.011300000000017463,0.006610015000000002,0.02643554,0.033045555000000004,-0.04434555500001747,90.26099991798401,timeout_exit,0.04784999999999127,-0.01135000000000582,0.0007239015342626493,-0.0001717091413560456
1774646856.496,1774646947.797,BUY,66131.15000000001,66110.55,0.001,-0.020600000000005822,0.006613115000000001,0.026444220000000004,0.03305733500000001,-0.05365733500000583,91.30099987983704,timeout_exit,0.003849999999991269,-0.02115000000000873,5.8217647810317354e-05,-0.0003198190262835098
1774646985.669,1774647076.089,SELL,66105.15,66130.25,0.001,0.025100000000005823,0.006610515,0.026452100000000003,0.033062615000000004,-0.007962614999994181,90.42000007629395,timeout_exit,0.0039499999999970895,-0.02815000000000873,5.975328699801891e-05,-0.00042583671620151733
1774648434.674,1774648524.769,BUY,66075.75,66044.15,0.001,-0.031600000000005825,0.006607575,0.026417660000000003,0.033025235,-0.06462523500000583,90.09500002861023,timeout_exit,5.000000000291039e-05,-0.03155000000000291,7.567072640554271e-07,-0.00047748228359122537
1774649478.655,1774649569.055,SELL,65958.75,65952.35,0.001,-0.0063999999999941794,0.006595875,0.026380940000000005,0.03297681500000001,-0.03937681499999418,90.40000009536743,timeout_exit,0.01964999999999418,-0.0013500000000058207,0.0002979134686450877,-2.0467337540596523e-05
1774650045.623,1774650136.394,SELL,65973.55,65980.65000000001,0.001,0.007100000000005821,0.006597355000000001,0.026392260000000004,0.03298961500000001,-0.025889614999994183,90.77100014686584,timeout_exit,0.0025500000000029106,-0.01144999999999709,3.8651853659578884e-05,-0.00017355440172610217
1774650805.206,1774650895.328,BUY,66008.75,65998.25,0.001,-0.0105,0.006600875000000001,0.0263993,0.033000175,-0.043500175,90.12199997901917,timeout_exit,0.00864999999999418,-0.039350000000005825,0.00013104323290464036,-0.0005961330884163966
1774651694.534,1774651785.166,BUY,66024.65000000001,66020.05,0.001,-0.004600000000005821,0.006602465000000001,0.02640802,0.033010485,-0.03761048500000582,90.63199996948242,timeout_exit,0.003849999999991269,-0.03415000000000873,5.8311554850972606e-05,-0.0005172310644586336
1774651971.092,1774652061.804,SELL,65988.65,65991.35,0.001,0.0027000000000116414,0.006598865,0.026396540000000007,0.032995405000000005,-0.030295404999988364,90.71199989318848,timeout_exit,0.006849999999991269,-0.00675,0.0001038057302277175,-0.0001022903181077352
1774652111.154,1774652201.201,BUY,66005.55,66019.95,0.001,0.01439999999999418,0.006600555,0.026407979999999998,0.033008535,-0.018608535000005817,90.04699993133545,timeout_exit,0.01494999999999709,-0.00015000000000873115,0.00022649610525171126,-2.2725361732268143e-06
1774652237.072,1774652327.085,BUY,66033.25,65995.75,0.001,-0.0375,0.006603325,0.026398300000000003,0.03300162500000001,-0.070501625,90.01300001144409,timeout_exit,0.0013500000000058207,-0.05985000000000582,2.0444245891362623e-05,-0.0009063615678465898
1774652471.677,1774652561.769,BUY,65996.55,65989.05,0.001,-0.0075,0.006599655,0.026395620000000005,0.032995275000000004,-0.040495275000000004,90.0920000076294,timeout_exit,0.0029499999999970895,-0.01085000000000582,4.4699306251570565e-05,-0.00016440253316280654
1774653025.515,1774653117.516,BUY,65971.85,65992.25,0.001,0.02039999999999418,0.006597185000000001,0.0263969,0.032994085,-0.012594085000005823,92.00099992752075,timeout_exit,0.02154999999998836,-0.0010500000000029104,0.00032665447459770126,-1.5915879272794537e-05
1774653281.381,1774653371.723,BUY,66059.85,66044.95,0.001,-0.014900000000008731,0.006605985000000002,0.02641798,0.033023965,-0.047923965000008735,90.3420000076294,timeout_exit,0.0049499999999970895,-0.02145000000001164,7.49320502543843e-05,-0.00032470555110269907
1774653693.969,1774653784.988,BUY,66070.25,66085.95,0.001,0.01569999999999709,0.006607025000000001,0.02643438,0.033041405,-0.01734140500000291,91.01899981498718,timeout_exit,0.017350000000005823,-5.000000000291039e-05,0.00026259927879803427,-7.567702559459119e-07
1774654477.555,1774654537.791,SELL,66118.25,66142.45,0.001,0.02419999999999709,0.006611825000000001,0.02645698,0.033068805,-0.008868805000002915,60.23599982261658,opposite_signal,5.000000000291039e-05,-0.02775,7.562208619089341e-07,-0.0004197025783350285
1774654538.758,1774654629.306,BUY,66142.35,66153.55,0.001,0.011199999999997089,0.006614235000000001,0.026461420000000006,0.03307565500000001,-0.02187565500000292,90.54800009727478,timeout_exit,0.01125,-0.00825,0.00017008769721668489,-0.00012473097795890226
1774654635.379,1774654725.428,BUY,66153.65000000001,66190.25,0.001,0.03659999999999127,0.0066153650000000015,0.026476100000000002,0.033091465,0.0035085349999912675,90.04900002479553,timeout_exit,0.03664999999999418,-5.000000000291039e-05,0.0005540132706206562,-7.558161946152688e-07
1774654958.759,1774655048.879,BUY,66198.05,66236.75,0.001,0.03869999999999709,0.006619805000000001,0.026494700000000003,0.033114505,0.0055854949999970885,90.11999988555908,timeout_exit,0.04005000000000291,-5.000000000291039e-05,0.0006050027153368249,-7.553092576429424e-07
1774655755.377,1774655845.906,BUY,66326.25,66330.55,0.001,0.004300000000002911,0.0066326250000000005,0.026532220000000002,0.033164845000000005,-0.028864844999997093,90.52899980545044,timeout_exit,0.0043500000000058206,-0.01135000000000582,6.558489285924985e-05,-0.00017112380090847623
